trial_id,cancer_type,status,facility,address,city,province,latitude,longitude,principal_investigator,url
HREBA.CC-21-3049,Ovarian Cancer,Not yet recruiting,South Muskoka Memorial Comprehensive Cancer Centre,"9404 Cancer Centre Road, Airdrie, Alberta, T7X 6R5",Airdrie,Alberta,51.3349,-114.0228,Carol Parker,https://cancertrialscanada.com/trial/HREBA.CC-21-3049
UHN-17-2829,Pancreatic Cancer,Recruiting,Sunnybrook Advanced Cancer Research Institute,"4265 Princess Avenue, Bathurst, New Brunswick, E1V 4Z4",Bathurst,New Brunswick,47.6087,-65.6438,Deborah Lee,https://cancertrialscanada.com/trial/UHN-17-2829
BCCA-22-5923,Penile Cancer,Recruiting,Thunder Bay Regional Provincial Cancer Agency,"5693 Princess Avenue, Moncton, New Brunswick, E1C 9X4",Moncton,New Brunswick,46.1211,-64.7532,Hiroshi Collins,https://cancertrialscanada.com/trial/BCCA-22-5923
UHN-11-5068,Leukemia,Completed,CancerCare Manitoba Cancer Treatment Centre,"8095 Hospital Drive, Corner Brook, Newfoundland and Labrador, A1V 9Y5",Corner Brook,Newfoundland and Labrador,48.9121,-57.9799,Karen Lavoie,https://cancertrialscanada.com/trial/UHN-11-5068
CTEP-20-9631,Melanoma,Recruiting,Kemptville District Community Cancer Centre,"1209 Cancer Centre Road, New Glasgow, Nova Scotia, B2N 2T7",New Glasgow,Nova Scotia,45.5926,-62.6231,Melissa Côté,https://cancertrialscanada.com/trial/CTEP-20-9631
CTEP-24-4654,Melanoma,Terminated,The Ottawa Hospital Centre for Cancer Medicine,"2035 Elm Ave, Red Deer, Alberta, T4N 5H2",Red Deer,Alberta,52.2633,-113.7689,Mary Carter,https://cancertrialscanada.com/trial/CTEP-24-4654
IND-15-9235,Lymphoma,Completed,Mount Sinai Regional Cancer Program,"4962 Victoria Street, Richmond, British Columbia, V2C 2W2",Richmond,British Columbia,49.1396,-123.0944,Kimberly Hall,https://cancertrialscanada.com/trial/IND-15-9235
CTEP-14-4950,Esophageal Cancer,Suspended,Headwaters Health Advanced Cancer Research Institute,"9450 Main Street, Oshawa, Ontario, K7L 4Y6",Oshawa,Ontario,43.9364,-78.8919,Donna Brown,https://cancertrialscanada.com/trial/CTEP-14-4950
BCCA-15-5232,Pancreatic Cancer,Recruiting,Dalhousie University General Hospital Cancer Program,"1196 Princess Avenue, Saint John, New Brunswick, E1C 3T6",Saint John,New Brunswick,45.3005,-66.0415,Lisa Yang,https://cancertrialscanada.com/trial/BCCA-15-5232
CCTG-23-6851,Prostate Cancer,Recruiting,North Bay Regional Comprehensive Cancer Centre,"5229 Oncology Blvd, Moose Jaw, Saskatchewan, S6H 2L7",Moose Jaw,Saskatchewan,50.3531,-105.5429,Paul Walker,https://cancertrialscanada.com/trial/CCTG-23-6851
CCTG-18-7492,Esophageal Cancer,Recruiting,Huntsville District Cancer Research Centre,"3111 Wellington Street, Laval, Quebec, H7N 8W7",Laval,Quebec,45.6413,-73.6466,Nancy Stewart,https://cancertrialscanada.com/trial/CCTG-18-7492
QCI-21-5993,Cervical Cancer,Recruiting,University of Alberta General Hospital Cancer Program,"9790 King Street, Longueuil, Quebec, G9A 5X0",Longueuil,Quebec,45.5383,-73.5451,Wei White,https://cancertrialscanada.com/trial/QCI-21-5993
IND-20-1947,Bladder Cancer,Completed,North Bay Regional Cancer Treatment Centre,"5940 Birch Road, Truro, Nova Scotia, B2N 2R8",Truro,Nova Scotia,45.3245,-63.3349,Sarah Lavoie,https://cancertrialscanada.com/trial/IND-20-1947
BCCA-21-5457,Lung Cancer,Recruiting,Kingston General Medical Sciences Centre,"5991 Wellington Street, Edmonton, Alberta, T4N 4Z8",Edmonton,Alberta,53.5394,-113.4405,Elizabeth Gagnon,https://cancertrialscanada.com/trial/BCCA-21-5457
CTEP-18-8026,Testicular Cancer,Recruiting,Peterborough Regional Regional Cancer Program,"5374 Victoria Street, Bathurst, New Brunswick, E3B 3R9",Bathurst,New Brunswick,47.6157,-65.6394,Sharon Collins,https://cancertrialscanada.com/trial/CTEP-18-8026
IND-19-3729,Soft Tissue Sarcoma,Completed,Kingston General Provincial Cancer Agency,"1796 Maple Drive, Stratford, Prince Edward Island, C0A 5A9",Stratford,Prince Edward Island,46.2075,-63.1383,Lisa Phillips,https://cancertrialscanada.com/trial/IND-19-3729
CancerCare-16-2482,Pancreatic Cancer,Recruiting,Huntsville District Community Cancer Centre,"6230 Cancer Centre Road, Thunder Bay, Ontario, L1H 4B9",Thunder Bay,Ontario,48.378,-89.2376,Sofia Harris,https://cancertrialscanada.com/trial/CancerCare-16-2482
BCCA-17-8735,Stomach Cancer,Recruiting,Trillium Health Centre for Cancer Medicine,"1021 Princess Avenue, Sydney, Nova Scotia, B1P 9J8",Sydney,Nova Scotia,46.131,-60.1625,Mary Park,https://cancertrialscanada.com/trial/BCCA-17-8735
QCI-22-4736,Ovarian Cancer,Terminated,Huntsville District Provincial Cancer Agency,"4332 Victoria Street, Swift Current, Saskatchewan, S6H 4K4",Swift Current,Saskatchewan,50.2754,-107.7728,Ashley Collins,https://cancertrialscanada.com/trial/QCI-22-4736
QCI-10-4713,Gallbladder Cancer,Completed,Riverside Health Integrated Cancer Centre,"4481 College Ave, Trois-Rivières, Quebec, G1R 9R6",Trois-Rivières,Quebec,46.3217,-72.5551,Priya Cook,https://cancertrialscanada.com/trial/QCI-10-4713
IND-13-3973,Leukemia,Recruiting,Bracebridge General Hospital Cancer Program,"3506 Clinical Ave, Kelowna, British Columbia, V9N 9L8",Kelowna,British Columbia,49.9224,-119.4744,Deborah Campbell,https://cancertrialscanada.com/trial/IND-13-3973
NCI-17-3268,Adrenal Cancer,Recruiting,Moncton City Hospital Cancer Care Centre,"1642 Maple Drive, Kingston, Ontario, L6P 8E2",Kingston,Ontario,44.2705,-76.5174,James Lavoie,https://cancertrialscanada.com/trial/NCI-17-3268
CCTG-22-8117,Adrenal Cancer,Terminated,Lake of the Woods District Comprehensive Cancer Centre,"9407 Oncology Blvd, Steinbach, Manitoba, C0N 1H6",Steinbach,Manitoba,49.5085,-96.7241,Yuki King,https://cancertrialscanada.com/trial/CCTG-22-8117
QCI-13-1846,Penile Cancer,"Active, not recruiting",Sault Area Community Cancer Centre,"1759 Park Road, St. Albert, Alberta, T8N 8X8",St. Albert,Alberta,53.6677,-113.6791,Nancy Young,https://cancertrialscanada.com/trial/QCI-13-1846
CancerCare-11-6568,Vulvar Cancer,"Active, not recruiting",Muskoka Algonquin Regional Cancer Program,"231 Richmond Road, Regina, Saskatchewan, S6V 5Y3",Regina,Saskatchewan,50.4731,-104.6052,Anthony Shah,https://cancertrialscanada.com/trial/CancerCare-11-6568
OCN-10-1937,Bladder Cancer,Completed,St. Paul's Cancer Care Centre,"4273 Oak Ave, Surrey, British Columbia, V5C 8L5",Surrey,British Columbia,49.2382,-122.8523,Kevin Johnson,https://cancertrialscanada.com/trial/OCN-10-1937
NCI-21-9925,Leukemia,"Active, not recruiting",Muskoka Algonquin Advanced Cancer Research Institute,"5096 Princess Avenue, Fredericton, New Brunswick, E1C 5P9",Fredericton,New Brunswick,45.926,-66.6214,Steven Carter,https://cancertrialscanada.com/trial/NCI-21-9925
UHN-10-8973,Colorectal Cancer,Terminated,South Muskoka Memorial Medical Sciences Centre,"3579 Wellington Street, Moose Jaw, Saskatchewan, S4P 2W7",Moose Jaw,Saskatchewan,50.4102,-105.4887,Margaret Bell,https://cancertrialscanada.com/trial/UHN-10-8973
NCI-12-8410,Liver Cancer,Completed,Thunder Bay Regional Centre for Cancer Medicine,"8526 Cedar Blvd, Corner Brook, Newfoundland and Labrador, A1B 4Y7",Corner Brook,Newfoundland and Labrador,48.9573,-57.985,William Roy,https://cancertrialscanada.com/trial/NCI-12-8410
CCTG-15-1045,Testicular Cancer,Recruiting,Collingwood General Advanced Cancer Research Institute,"5050 Richmond Road, New Glasgow, Nova Scotia, B3H 7L0",New Glasgow,Nova Scotia,45.5964,-62.6441,Sharon Nelson,https://cancertrialscanada.com/trial/CCTG-15-1045
CCTG-16-1315,Liver Cancer,Suspended,Trillium Health Cancer Care Centre,"4704 Maple Drive, St. John's, Newfoundland and Labrador, A2H 3S5",St. John's,Newfoundland and Labrador,47.6035,-52.7531,Hiroshi Bailey,https://cancertrialscanada.com/trial/CCTG-16-1315
CCTG-18-6215,Head and Neck Cancer,Completed,Sault Area Hospital Medical Sciences Centre,"6440 Elm Ave, Corner Brook, Newfoundland and Labrador, A2H 4A0",Corner Brook,Newfoundland and Labrador,48.9654,-57.9652,Kevin Yang,https://cancertrialscanada.com/trial/CCTG-18-6215
IND-20-0798,Bone Cancer,Recruiting,Royal Victoria Clinical Trials Unit,"1849 University Ave, Longueuil, Quebec, G6V 1K3",Longueuil,Quebec,45.5261,-73.5345,David Jackson,https://cancertrialscanada.com/trial/IND-20-0798
BCCA-20-8541,Ovarian Cancer,Recruiting,Saint John Regional Advanced Cancer Research Institute,"925 Cancer Centre Road, Montreal, Quebec, J6W 5K9",Montreal,Quebec,45.4902,-73.5966,Mary Morris,https://cancertrialscanada.com/trial/BCCA-20-8541
CCTG-16-2445,Anal Cancer,"Active, not recruiting",Timmins and District Clinical Trials Unit,"2870 King Street, Lévis, Quebec, G6V 9V0",Lévis,Quebec,46.7901,-71.2239,Jennifer Bailey,https://cancertrialscanada.com/trial/CCTG-16-2445
CCTG-13-4178,Uterine Cancer,"Active, not recruiting",St. Paul's Centre for Cancer Medicine,"3693 College Ave, Thompson, Manitoba, R7A 8B8",Thompson,Manitoba,55.7084,-97.8562,Susan Kumar,https://cancertrialscanada.com/trial/CCTG-13-4178
IND-21-9157,Penile Cancer,Recruiting,Cross Cancer Comprehensive Cancer Centre,"8776 Richmond Road, Saguenay, Quebec, J4K 1L6",Saguenay,Quebec,48.4447,-71.0278,Melissa Garcia,https://cancertrialscanada.com/trial/IND-21-9157
CTEP-15-4638,Brain Cancer,Terminated,Dalhousie University Clinical Trials Unit,"252 Clinical Ave, Trois-Rivières, Quebec, J4K 2V3",Trois-Rivières,Quebec,46.3109,-72.4993,Deborah Adams,https://cancertrialscanada.com/trial/CTEP-15-4638
HREBA.CC-19-3626,Melanoma,Recruiting,Sunnybrook Cancer Research Centre,"8402 Pine Street, New Glasgow, Nova Scotia, B2H 2V5",New Glasgow,Nova Scotia,45.5934,-62.6641,Ana Adams,https://cancertrialscanada.com/trial/HREBA.CC-19-3626
CTEP-20-5531,Vulvar Cancer,Recruiting,Timmins and District Integrated Cancer Centre,"6842 College Ave, Calgary, Alberta, T4N 4N3",Calgary,Alberta,51.0161,-114.0265,Barbara Gagné,https://cancertrialscanada.com/trial/CTEP-20-5531
HREBA.CC-18-0555,Adrenal Cancer,Suspended,Mackenzie Health General Hospital Cancer Program,"2757 Richmond Road, Thompson, Manitoba, R5G 3G8",Thompson,Manitoba,55.7867,-97.8458,Nancy Scott,https://cancertrialscanada.com/trial/HREBA.CC-18-0555
IND-24-7917,Melanoma,Recruiting,Grand River Regional Cancer Program,"3792 Medical Centre Blvd, Courtenay, British Columbia, V1B 3A3",Courtenay,British Columbia,49.7068,-124.9636,Betty Liu,https://cancertrialscanada.com/trial/IND-24-7917
BCCA-11-1579,Anal Cancer,Terminated,Princess Margaret Cancer Care Centre,"8674 Richmond Road, Moncton, New Brunswick, E3B 9M0",Moncton,New Brunswick,46.0407,-64.7948,Betty Zhang,https://cancertrialscanada.com/trial/BCCA-11-1579
OCN-14-1321,Ovarian Cancer,Not yet recruiting,Sunnybrook Centre for Cancer Medicine,"5808 Main Street, Corner Brook, Newfoundland and Labrador, A2A 2P6",Corner Brook,Newfoundland and Labrador,48.9241,-57.938,Karen Gagné,https://cancertrialscanada.com/trial/OCN-14-1321
UHN-24-8654,Testicular Cancer,Not yet recruiting,Trillium Health Cancer Care Centre,"155 Princess Avenue, Ottawa, Ontario, L8N 2V6",Ottawa,Ontario,45.4105,-75.7023,Carol Rogers,https://cancertrialscanada.com/trial/UHN-24-8654
CancerCare-10-3395,Lymphoma,Terminated,Sault Area General Hospital Cancer Program,"4442 University Ave, London, Ontario, L2S 2L8",London,Ontario,42.9511,-81.2032,Dorothy Jones,https://cancertrialscanada.com/trial/CancerCare-10-3395
BCCA-22-1285,Thyroid Cancer,Recruiting,Hotel-Dieu Grace Clinical Trials Unit,"1261 College Ave, Summerside, Prince Edward Island, C1N 4Y6",Summerside,Prince Edward Island,46.4152,-63.7687,Melissa Morin,https://cancertrialscanada.com/trial/BCCA-22-1285
NCI-13-5830,Anal Cancer,Not yet recruiting,Perth and Smiths Falls Comprehensive Cancer Centre,"5581 Victoria Street, Gander, Newfoundland and Labrador, A2V 7N0",Gander,Newfoundland and Labrador,48.9154,-54.6163,Michelle Campbell,https://cancertrialscanada.com/trial/NCI-13-5830
BCCA-21-6384,Leukemia,Recruiting,Stevenson Memorial University Health Network,"1405 Wellington Street, Grand Falls-Windsor, Newfoundland and Labrador, A2V 5K1",Grand Falls-Windsor,Newfoundland and Labrador,48.9232,-55.642,William Campbell,https://cancertrialscanada.com/trial/BCCA-21-6384
CTEP-16-1693,Liver Cancer,"Active, not recruiting",Dalhousie University General Hospital Cancer Program,"5897 Wellington Street, Prince Albert, Saskatchewan, S6V 2G1",Prince Albert,Saskatchewan,53.1607,-105.7995,Anthony Zhang,https://cancertrialscanada.com/trial/CTEP-16-1693
OCN-19-8538,Mesothelioma,Terminated,Brantford General Advanced Cancer Research Institute,"5316 Oak Ave, Ottawa, Ontario, M5G 5S6",Ottawa,Ontario,45.4054,-75.7307,Cynthia Taylor,https://cancertrialscanada.com/trial/OCN-19-8538
QCI-13-8124,Anal Cancer,Recruiting,Mount Sinai General Hospital Cancer Program,"2391 Medical Centre Blvd, Grande Prairie, Alberta, T4N 7L6",Grande Prairie,Alberta,55.137,-118.8231,Kevin Park,https://cancertrialscanada.com/trial/QCI-13-8124
IND-12-4923,Vulvar Cancer,Completed,Dalhousie University Cancer Care Centre,"6484 Park Road, Montague, Prince Edward Island, C0A 7N7",Montague,Prince Edward Island,46.1296,-62.6893,Patricia Zhang,https://cancertrialscanada.com/trial/IND-12-4923
CCTG-15-1866,Bladder Cancer,Completed,Thunder Bay Regional Regional Cancer Program,"6525 Park Road, Swift Current, Saskatchewan, S6V 8Y3",Swift Current,Saskatchewan,50.3347,-107.8299,Mary Bailey,https://cancertrialscanada.com/trial/CCTG-15-1866
CCTG-20-8181,Vulvar Cancer,Completed,Collingwood General Advanced Cancer Research Institute,"9013 Hospital Drive, Summerside, Prince Edward Island, C0A 4T4",Summerside,Prince Edward Island,46.3992,-63.7854,Raj Wilson,https://cancertrialscanada.com/trial/CCTG-20-8181
CCTG-18-0603,Adrenal Cancer,Terminated,Muskoka Algonquin University Health Network,"6177 Medical Centre Blvd, St. Albert, Alberta, T4A 8Y6",St. Albert,Alberta,53.6042,-113.6141,Sandra Gagnon,https://cancertrialscanada.com/trial/CCTG-18-0603
CCTG-11-0173,Gallbladder Cancer,Recruiting,McGill University Health Centre Advanced Cancer Research Institute,"4068 Queen Street, Swift Current, Saskatchewan, S6V 3Z0",Swift Current,Saskatchewan,50.2994,-107.7586,Dorothy Shah,https://cancertrialscanada.com/trial/CCTG-11-0173
HREBA.CC-17-1713,Leukemia,Recruiting,North Bay Regional Community Cancer Centre,"9425 Oncology Blvd, Richmond, British Columbia, V2L 6R7",Richmond,British Columbia,49.1422,-123.1153,Cynthia Gagnon,https://cancertrialscanada.com/trial/HREBA.CC-17-1713
NCI-21-7413,Melanoma,"Active, not recruiting",Perth and Smiths Falls Integrated Cancer Centre,"2322 Centre Street, Thompson, Manitoba, R5G 6T3",Thompson,Manitoba,55.7821,-97.9014,Margaret Park,https://cancertrialscanada.com/trial/NCI-21-7413
CCTG-17-3799,Lymphoma,Recruiting,QEII Health Sciences Cancer Care Centre,"5621 King Street, Saskatoon, Saskatchewan, S7N 3K8",Saskatoon,Saskatchewan,52.11,-106.639,Anthony Lavoie,https://cancertrialscanada.com/trial/CCTG-17-3799
UHN-19-1668,Pancreatic Cancer,Recruiting,Hotel-Dieu Grace Cancer Care Centre,"3233 Cedar Blvd, Sydney, Nova Scotia, B2Y 7R0",Sydney,Nova Scotia,46.1086,-60.1743,Stephanie Nelson,https://cancertrialscanada.com/trial/UHN-19-1668
NCI-19-2827,Melanoma,Recruiting,QEII Health Sciences Oncology Research Institute,"8020 Elm Ave, Corner Brook, Newfoundland and Labrador, A1V 7Z6",Corner Brook,Newfoundland and Labrador,48.9366,-57.9803,Kimberly Harris,https://cancertrialscanada.com/trial/NCI-19-2827
IND-16-6932,Cervical Cancer,"Active, not recruiting",Thunder Bay Regional Comprehensive Cancer Centre,"3909 College Ave, Portage la Prairie, Manitoba, R3E 3P2",Portage la Prairie,Manitoba,49.979,-98.2828,Betty Rivera,https://cancertrialscanada.com/trial/IND-16-6932
HREBA.CC-23-5883,Vulvar Cancer,"Active, not recruiting",Headwaters Health Clinical Trials Unit,"2839 Birch Road, Airdrie, Alberta, T4N 8M2",Airdrie,Alberta,51.3036,-113.9907,Anthony Sanchez,https://cancertrialscanada.com/trial/HREBA.CC-23-5883
OCN-14-0536,Colorectal Cancer,"Active, not recruiting",North Bay Regional Medical Sciences Centre,"8110 Maple Drive, Windsor, Ontario, K7L 8S7",Windsor,Ontario,42.2637,-82.9785,Nancy Wright,https://cancertrialscanada.com/trial/OCN-14-0536
CTEP-23-0682,Vulvar Cancer,Not yet recruiting,Michael Garron Community Cancer Centre,"8116 Birch Road, Brandon, Manitoba, C0N 2Y1",Brandon,Manitoba,49.8538,-99.9832,Kenneth Morin,https://cancertrialscanada.com/trial/CTEP-23-0682
UHN-22-3883,Liver Cancer,Suspended,Bracebridge Centre for Cancer Medicine,"4056 College Ave, Bathurst, New Brunswick, E1C 8L5",Bathurst,New Brunswick,47.5919,-65.6575,Li Thomas,https://cancertrialscanada.com/trial/UHN-22-3883
QCI-19-8828,Testicular Cancer,Recruiting,Joseph Brant Provincial Cancer Agency,"7016 Research Drive, Saint-Jean-sur-Richelieu, Quebec, J3B 3J3",Saint-Jean-sur-Richelieu,Quebec,45.3289,-73.2239,Mohammed Davis,https://cancertrialscanada.com/trial/QCI-19-8828
OCN-12-5278,Multiple Myeloma,Suspended,Sault Area Oncology Research Institute,"8429 Queen Street, Medicine Hat, Alberta, T5J 3S0",Medicine Hat,Alberta,50.0879,-110.7007,Kenneth Thompson,https://cancertrialscanada.com/trial/OCN-12-5278
CancerCare-17-7997,Multiple Myeloma,Terminated,Mount Sinai Provincial Cancer Agency,"6787 Oak Ave, Lévis, Quebec, G9A 2C6",Lévis,Quebec,46.8089,-71.1723,Betty Parker,https://cancertrialscanada.com/trial/CancerCare-17-7997
QCI-15-4647,Vulvar Cancer,Recruiting,Huntsville District Comprehensive Cancer Centre,"7512 King Street, Swift Current, Saskatchewan, S6V 2X6",Swift Current,Saskatchewan,50.2402,-107.7726,Donald Chen,https://cancertrialscanada.com/trial/QCI-15-4647
NCI-17-0012,Adrenal Cancer,Suspended,Mackenzie Health Advanced Cancer Research Institute,"5632 Queen Street, Swift Current, Saskatchewan, S7N 1E7",Swift Current,Saskatchewan,50.2978,-107.7934,Robert Martin,https://cancertrialscanada.com/trial/NCI-17-0012
QCI-21-3837,Lung Cancer,Recruiting,Headwaters Health Oncology Research Institute,"2605 Main Street, Sydney, Nova Scotia, B3H 6L1",Sydney,Nova Scotia,46.1896,-60.1491,Linda Wright,https://cancertrialscanada.com/trial/QCI-21-3837
CCTG-21-2166,Vulvar Cancer,Recruiting,Trillium Health Comprehensive Cancer Centre,"2175 Laurier Blvd, Halifax, Nova Scotia, B1P 9T0",Halifax,Nova Scotia,44.6704,-63.6299,James Reed,https://cancertrialscanada.com/trial/CCTG-21-2166
BCCA-11-8692,Soft Tissue Sarcoma,Not yet recruiting,Winchester District Memorial Comprehensive Cancer Centre,"1691 Park Road, Moncton, New Brunswick, E3B 5G6",Moncton,New Brunswick,46.0629,-64.8411,Cynthia Young,https://cancertrialscanada.com/trial/BCCA-11-8692
BCCA-22-2018,Colorectal Cancer,Suspended,Hamilton Health Sciences Integrated Cancer Centre,"3491 King Street, Charlottetown, Prince Edward Island, C1N 7Z7",Charlottetown,Prince Edward Island,46.251,-63.1636,Li Nelson,https://cancertrialscanada.com/trial/BCCA-22-2018
HREBA.CC-23-4943,Gallbladder Cancer,Terminated,Riverside Health Regional Cancer Program,"4060 Main Street, Cornwall, Prince Edward Island, C1A 4X9",Cornwall,Prince Edward Island,46.2152,-63.2171,Emily Evans,https://cancertrialscanada.com/trial/HREBA.CC-23-4943
CTEP-24-0198,Soft Tissue Sarcoma,"Active, not recruiting",Hotel-Dieu Grace Oncology Research Institute,"895 Dundas Street, Terrebonne, Quebec, J4K 8R1",Terrebonne,Quebec,45.7107,-73.6711,Paul Tremblay,https://cancertrialscanada.com/trial/CTEP-24-0198
